03870208_211234,CAN,WarningMsg_ESC,89,/tmp/dacl_buffer/video_4705157520000_32767455182208327.mp4;/tmp/dacl_buffer/video_08530209_015730.mp4;/tmp/dacl_buffer/video_02020418_002519.mp4;,/tmp/dacl_buffer/posttrigger_02020418_002519_WarningMsg_ESC.mp4
02330622_092138,CAN,WarningMsg_TTC,10,/tmp/dacl_buffer/video_02020418_002519.mp4;/tmp/dacl_buffer/video_03130309_164047.mp4;/tmp/dacl_buffer/video_05030906_010856.mp4;/tmp/dacl_buffer/video_07260613_040536.mp4;/tmp/dacl_buffer/video_06851002_104305.mp4;,/tmp/dacl_buffer/posttrigger_06851002_104305_WarningMsg_ESC.mp4
00280226_011039,CAN,WarningMsg_TRM,63,/tmp/dacl_buffer/video_03130309_164047.mp4;/tmp/dacl_buffer/video_05030906_010856.mp4;/tmp/dacl_buffer/video_07260613_040536.mp4;/tmp/dacl_buffer/video_06851002_104305.mp4;/tmp/dacl_buffer/video_09910912_170311.mp4;,/tmp/dacl_buffer/posttrigger_09910912_170311_WarningMsg_TTC.mp4
01300816_164750,CAN,WarningMsg_EHPS,99,/tmp/dacl_buffer/video_05030906_010856.mp4;/tmp/dacl_buffer/video_07260613_040536.mp4;/tmp/dacl_buffer/video_06851002_104305.mp4;/tmp/dacl_buffer/video_09910912_170311.mp4;/tmp/dacl_buffer/video_03020408_165308.mp4;,/tmp/dacl_buffer/posttrigger_03020408_165308_WarningMsg_TRM.mp4
05690802_132614,CAN,WarningMsg_DMS,99,/tmp/dacl_buffer/video_20240101_000000.mp4;/tmp/dacl_buffer/video_01620722_001233.mp4;/tmp/dacl_buffer/video_06530623_162348.mp4;/tmp/dacl_buffer/video_04890403_012835.mp4;,/tmp/dacl_buffer/posttrigger_04890403_012835_WarningMsg_DMS.mp4
02790823_155641,CAN,WarningMsg_DMS,89,/tmp/dacl_buffer/video_20240101_000000.mp4;/tmp/dacl_buffer/video_01620722_001233.mp4;/tmp/dacl_buffer/video_06530623_162348.mp4;/tmp/dacl_buffer/video_04890403_012835.mp4;,/tmp/dacl_buffer/posttrigger_04890403_012835_WarningMsg_DMS.mp4
08541205_190935,CAN,WarningMsg_ECALL,32,/tmp/dacl_buffer/video_00341125_135254.mp4;/tmp/dacl_buffer/video_03470519_131344.mp4;/tmp/dacl_buffer/video_04841025_155603.mp4;/tmp/dacl_buffer/video_04711027_094425.mp4;/tmp/dacl_buffer/video_04880908_024416.mp4;,/tmp/dacl_buffer/posttrigger_04841025_155603_WarningMsg_DMS.mp4
01150724_175546,CAN,WarningMsg_EHPS,99,/tmp/dacl_buffer/video_00341125_135254.mp4;/tmp/dacl_buffer/video_03470519_131344.mp4;/tmp/dacl_buffer/video_04841025_155603.mp4;/tmp/dacl_buffer/video_04711027_094425.mp4;/tmp/dacl_buffer/video_04880908_024416.mp4;,/tmp/dacl_buffer/posttrigger_04841025_155603_WarningMsg_DMS.mp4
07550624_125439,CAN,WarningMsg_EHPS,10,/tmp/dacl_buffer/video_20240101_000000.mp4;/tmp/dacl_buffer/video_03710808_024930.mp4;,/tmp/dacl_buffer/posttrigger_03710808_024930_WarningMsg_EHPS.mp4
04490220_225955,CAN,WarningMsg_EHPS,91,/tmp/dacl_buffer/video_20240101_000000.mp4;,/tmp/dacl_buffer/posttrigger_20240101_000000_WarningMsg_EHPS.mp4
06190515_145221,CAN,WarningMsg_EHPS,91,/tmp/dacl_buffer/video_20240101_000000.mp4;,/tmp/dacl_buffer/posttrigger_20240101_000000_WarningMsg_EHPS.mp4
07030627_030244,CAN,WarningMsg_EHPS,32,/tmp/dacl_buffer/video_20240101_000000.mp4;/tmp/dacl_buffer/video_05380421_132144.mp4;,/tmp/dacl_buffer/posttrigger_05380421_132144_WarningMsg_EHPS.mp4
